b'RT @ulfanabila97: PPKM = planga plongo kurang money';;;;;;;;;;
b'Ngurah Kade Mahardika menjelaskan lonjakan kasus COVID saat PPKM darurat. Menurutnya, hal itu disebabkan kondisi be\xe2\x80\xa6 https://t.co/UAFQdZe18M';;;;;;;;;;
b'Ironi PPKM Darurat, TKA Cina Masih Saja Mendarat\n\nhttps://t.co/eGjniz4Goo\n\nTopswara.com-- Derasnya TKA yang masuk I\xe2\x80\xa6 https://t.co/jnIe2JP71E';;;;;;;;;;
b'RT @hrmnt80: Pemerintah tambah alokasi anggaran perlindungan sosial untuk ringankan beban masyarakat akibat dampak PPKM.\n\nDukung @jokowi at\xe2\x80\xa6';;;;;;;;;;
b'RT @B0c4hkeling: Butuh kesadaran dari semua kalangan masyarakat, bekerja sama untuk atasi pandemi kita bergotong royong, PPKM DARURAT terbu\xe2\x80\xa6';;;;;;;;;;
"b'Bocah lg maen dokter""an...\xf0\x9f\x98\x83\n\nhttps://t.co/UKLeaNm1ng'";;;;;;;;;;
b'RT @titaniawindi: PPKM 6 Minggu\n\nMe: https://t.co/LFL151TmYR';;;;;;;;;;
b'RT @FPKSDPRRI: Legislator PKS: PPKM Mesti Efektif dan Menjamin Ekonomi Rakyat https://t.co/fCtvFRttgn lewat @FPKSDPRRI | @MardaniAliSera';;;;;;;;;;
b'@geloraco \xc2\xb0\xc2\xb0\nWih ceritanya biar disukai anak - anak Gamers, nih.. \xf0\x9f\xa4\xad\xf0\x9f\x98\x85\xf0\x9f\x98\x82\nhttps://t.co/bIvYDVQMuB';;;;;;;;;;
b'RT @ManoharaSekar: #TolakLalatPolitisasiPandemi\nMereka para lalat politik dan yang tidak peduli masyarakat adalah para perilaku yang tidak\xe2\x80\xa6';;;;;;;;;;
b'RT @ganjarpranowo: PPKM diperpanjang atau tidak? Semoga penjelasan ini jd masukan dan jalan keluar agar semua sektor mengalami perbaikan. h\xe2\x80\xa6';;;;;;;;;;
b'RT @keuangannews_id: Sekjen GPI: Jika PPKM Darurat Diperpanjang, Lebih Baik Presiden\xc2\xa0Mundur! https://t.co/gH61ZiOtzA';;;;;;;;;;
b'Level Darurat PPKM\n-Level 1 ngga pedes \n-Level 2 setengah pedes \n-Level 3 pedes karetnya2\n-Level 4 Full pedesnya uj\xe2\x80\xa6 https://t.co/CDfhIy3joF';;;;;;;;;;
b'RT @ahduy1908: #raziamasker ala kami dimasa PPKM, setiap yang tak memakai masker yang kita temui dihukum dengan sebungkus nasi dan beberapa\xe2\x80\xa6';;;;;;;;;;
b'@Khansayaang @AREAJULID allhamdulillah kak masih kedapetan\xe2\x98\xba\xef\xb8\x8f semoga aja bulan\xc2\xb2 ini ppkm kaka dpt yg lebih ya kak bansos nya!\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xe2\x98\xba\xef\xb8\x8f';;;;;;;;;;
b'PPKM Darurat Diperpanjang, Epidemiolog: Ini soal Nyawa Masyarakat https://t.co/nuZHE7EzhE';;;;;;;;;;
b'RT @faktaanies: Bagikan BST langsung ke rekening warga disertai berbagai upaya serius dilakukan Gubernur Anies dan jajarannya untuk menekan\xe2\x80\xa6';;;;;;;;;;
b'RT @Eka_Dutajaladri: PPKM Darurat resmi diperpanjang hingga 25 Juli 2021, jika menunjukkan adanya penurunan akan dibuka secara bertahap mul\xe2\x80\xa6';;;;;;;;;;
b'RT @PresidenKopi: Ini PPKM udah keq ayam geprek aja pake level2an \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3. Nasib nasib.  https://t.co/IXBiUQp4mf';;;;;;;;;;
b'RT @TeddyGusnaidi: Kebodohan yang sempurna.. \n\nYang memprovokasi hidup sehat dirumah yang besar, menjaga jarak, duit banyak. Sedangkan yang\xe2\x80\xa6';;;;;;;;;;
b'PPKM rasa bon cabe https://t.co/O8j8u4nqRB';;;;;;;;;;
b'Selama PPKM sering dimarahi istri karena kalau ditanya ngga pernah jawab, ngga mau bantu-bantu kerjaan rumah juga.\xe2\x80\xa6 https://t.co/zmzret5Mgo';;;;;;;;;;
b'RT @farisandani: Yak, PPKM diperpanjang lagi.\n\nJadi PPKMMMMMMM.\nPelan Pelan Kita Makin Makin Makin Makin Makin Miskin &amp;;;;;;;;;;
b'Istilah PPKM Darurat bakal diubah jadi level 1-4, di mana level 4 masuk kategori = PPKM darurat..\n\nIni negara dah k\xe2\x80\xa6 https://t.co/xhjjgOfD6S';;;;;;;;;;
b'Bagaimana PPKM Darurat mau efektif, jika sudah menyangkut ibadah berjemaah  penegak hukum tidak mampu berbuat apa2.\xe2\x80\xa6 https://t.co/Q9alPoBEHy';;;;;;;;;;
b'@nakamidaa Aku suka ppkm gapake m';;;;;;;;;;
b'RT @merjhoran: Temen-temen bantu RT yuk, kita bantu larisin pedagang-pedagang kecil di Balikpapan pada masa PPKM inii^^\n\nKarena sekian % da\xe2\x80\xa6';;;;;;;;;;
b'ppkm februari 2021 jakarta';;;;;;;;;;
b'KTP Kota Jogja, Tinggal di Kab.Bantul, Kerja di Kab.Sleman, Semangat Menembus Barikade PPKM!\xf0\x9f\xa4\xa3';;;;;;;;;;
b'RT @geloraco: PPKM Lanjut atau Jokowi Turun\nhttps://t.co/08iSbXobBs';;;;;;;;;;
b'@taesnglrty wkwkwk tanganku emg suka brutal sama gak bisa diem jadi ya\xe2\x80\xa6 sedangkan mau ke mall lgi PPKM \xf0\x9f\x98\xad';;;;;;;;;;
b'PPKM = pelan pelan kalo masukin';;;;;;;;;;
b'Banyak GA bersliweran di TL\nSemoga bisa jd hiburan di masa PPKM perpanjangan\nTetap sehat tetap semangat\nHave a nice day \xf0\x9f\x91\x8d';;;;;;;;;;
b'RT @Dennysiregar7: PPKM darurat ditambah 5 hari lagi. Kalau ada tren penurunan, tgl 26 setahap demi setahap ekonomi dibuka lagi. Pasar, tok\xe2\x80\xa6';;;;;;;;;;
"b""PPKM darurat: 'Bendera putih' warga dan janji relaksasi Jokowi di tengah pengurangan jumlah tes. https://t.co/amrZODc2V0""";;;;;;;;;;
"b'Klo pas sebelum ppkm,pagi2 udah hujan itu ""musibah"" buat kita para pedagang es teh poci nd penjual minuman+es yg la\xe2\x80\xa6 https://t.co/xGB5TDCWim'";;;;;;;;;;
b'@Joni35135255 @Ndoy11239269 @melantonifan @diq_47 @Roudhat66563714 @Djoked2 ya buat golongan sekolam mah gk ngaruh\xe2\x80\xa6 https://t.co/mEHabOY5nz';;;;;;;;;;
b'Jika pres @jokowi mundur, truss yg gantiin siapa ?!... RI 2 @Kiyai_MarufAmin gitu ?... Waduh engga dehh... Syukron !\nhttps://t.co/zMeDJpilQL';;;;;;;;;;
b'RT @dr_koko28: Liat maafnya pak LBP &amp;;;;;;;;;;
b'RT @thewindNcloud: Bismillah... \nPresiden Joko Widodo umumkan PPKM Darurat hingga tanggal 25 Juli 2021. Jika kasus sudah menurun pada tangg\xe2\x80\xa6';;;;;;;;;;
b'RT @jwhonnie: \xe2\x9d\x97HELP RT BU \xe2\x9d\x97\n\nwts want to sell photocard enhypen\n\xed\x8f\xac\xec\xb9\xb4 \xec\x97\x94\xed\x95\x98\xec\x9d\xb4\xed\x94\x88\n\nTAKE ALL 7,3 JUTA / $525 (FREE 1 exc sh + 2 spc niki )\n\n\xe2\x9c\x94 shopee\n\xe2\x9c\x94\xe2\x80\xa6';;;;;;;;;;
b'orang sejak ppkm jadi makin kreatip ya, salut \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba https://t.co/rHqeQwTeWB';;;;;;;;;;
b'@Cirebon_news Min mau tanya, selama PPKM ini angkot GP, mobil elf, &amp;;;;;;;;;;
b'RT @na_dirs: Akhirnya baru malam ini diputuskan PPKM Darurat lanjuttt sampai 25 Juli. Semoga bantuan tunai, sembako, kuota internet, subsid\xe2\x80\xa6';;;;;;;;;;
b'RT @udaahgedee: PPKM diperpanjang https://t.co/Lqx9qxaDxh';;;;;;;;;;
b'Apakah ppkm udah selesai??';;;;;;;;;;
b'ppkm diperpanjang ya? \xf0\x9f\x98\xad';;;;;;;;;;
b'@shbrinash PPKM disuruh turup \xf0\x9f\xa4\xa6';;;;;;;;;;
b'RT @AniBidadari: Kalau ingin PPKM segera berakhir, disiplin lah!\nDirumah saja dulu sebentar! \n\nPPKM akan di perpanjang kalau kita tidak dis\xe2\x80\xa6';;;;;;;;;;
b'RT @Rizmaya__: Beredar meme sindiran kepada Anies Baswedan dengan membuat kepanjangan PPKM menjadi \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb Pemenang Pilkada Karena Mayat. \xf0\x9f\x99\x88\xf0\x9f\xa4\xad\n\nht\xe2\x80\xa6';;;;;;;;;;
b'RT @kompascom: PPKM Darurat diperpanjang hingga Minggu (25/7/2021) mendatang. Masyarakat bisa makan di tempat makan dengan waktu 30 menit s\xe2\x80\xa6';;;;;;;;;;
b'Buruan udahan dong ppkm nya, kan aku pengen mantai\xf0\x9f\x98\x8c';;;;;;;;;;
b'@sheilasinna @Resadew @AREAJULID yups sbnrnya klo ditanya bersyukur ya saya bersyukur cuma sistem ppkm yg katanya g\xe2\x80\xa6 https://t.co/px11NZtxhS';;;;;;;;;;
b'PPKM leveling kek mirip kepedasan Ayam Geprek sekarang.\n\nLuhut: Tak Ada Lagi Istilah PPKM Darurat, Mulai 26 Juli Ki\xe2\x80\xa6 https://t.co/7pMX8olzfb';;;;;;;;;;
b'RT @cityguide911fm: 20.45 #info Kawan, presiden @jokowi resmi memperpanjang PPKM Darurat melalui konferensi pers Evaluasi PPKM Darurat, yan\xe2\x80\xa6';;;;;;;;;;
b'RT @TyasZain: Berpikir irasional contohnya kek gini:\nGak taat prokes,\nMembangkang PPKM,\nGamau vaksinasi,\nNekad mudik,\nTetap berkerumun.\n\nSa\xe2\x80\xa6';;;;;;;;;;
"b'ada hikmah nih, semoga PPKM tidak diperpanjang\n\nseorang khalifah/pemimpin bertanya ke orang gila:""apa hukum mencuri\xe2\x80\xa6 https://t.co/jhFLupKN98'";;;;;;;;;;
b'RT @Chishe_wd23: Ayo bersatu padu melawan Covid-19, taat pada peraturan PPKM,  PROKES 5M, Vaksin, Menggunakan Masker dan mari kita lawan HO\xe2\x80\xa6';;;;;;;;;;
b'@LilitaBai your tax money at work. Kira2 ini terinspirasi mie samyang yg pedes itu bukan ya? https://t.co/S9nDuAxi0x';;;;;;;;;;
b'RT @TabananHumas: Tim Penyekatan Gabungan melaksanakan penyekatan di DTW Jatiluwih, Penebel, Tabanan, untuk mengurangi mobilitas masyarakat\xe2\x80\xa6';;;;;;;;;;
b'@maswik_ Huft gak ado happynya ppkm';;;;;;;;;;
b'@jeponsomi @Mondaiey Hey\xe2\x80\xa6 PPKM saya sappol no peluk-peluk kecuali ada rasa';;;;;;;;;;
b'Satgas Penyekatan Melaksanakan Kegiatan Penyekatan Di Pos Pam Soko Duwet Dalam Rangka Pelaksanaan PPKM DARURAT Dan\xe2\x80\xa6 https://t.co/JI1OGsFcKx';;;;;;;;;;
b'RT @rayafahreza: Sulit untuk nggak sinis.\n https://t.co/ioxY5ToVih';;;;;;;;;;
b'RT @Lima8Satu: PPKM akan berakhir kalau kita Taat dan bekerja sama untuk saling menjaga kesehatan dengan memakai Masker dan jaga kesehatan\xe2\x80\xa6';;;;;;;;;;
b'PPKM Diperpanjang, DPD RI Minta Penyaluran Bantuan Tepat, Cepat dan Berkeadilan https://t.co/s1HRtqJsjQ';;;;;;;;;;
b'PPKM Darurat Diperpanjang, Pelaku Usaha Minta Stimulus https://t.co/CiP4soS1xG';;;;;;;;;;
b'@tulsl714 ppkm nya kan di perpanjang WKWKWK \xf0\x9f\x98\xad';;;;;;;;;;
b'Dulu juga pernah bilang begitu, buktinya Kepolisian masih membiarkan penyebar hoax tentang vaksin, hoax tentang PPK\xe2\x80\xa6 https://t.co/ntDSKl4YMD';;;;;;;;;;
b'SATGAS PPKM PEKALONGAN UTARA Melaksanakan tracking dan penyemrotan Disinfekta di wilayah  Kec Pekalongan utara DALA\xe2\x80\xa6 https://t.co/GUSvfuzq0m';;;;;;;;;;
b'RT @KompasTV: Breaking News: Jokowi Perpanjang PPKM Darurat hingga 25 Juli 2021 https://t.co/aYlhRsW0k8 https://t.co/TU2jrZnDDI';;;;;;;;;;
b'@susipudjiastuti Kirain PPKM Pro';;;;;;;;;;
"b'RT @mas_triadhianto: A: ""Bro, kurban apa tahun ini bro?""\nB: ""Gue udah berkurban perasaan bro\xe2\x80\x9d\n\nKalo ada warga bekasi yg masih ngejokes kaya\xe2\x80\xa6'";;;;;;;;;;
b'RT @TabananHumas: Sinergitas TNI-Polri bersama Sat Pol PP dan Dishub Tabanan melaksanakan penyekatan PPKM Darurat, untuk memutus mata ranta\xe2\x80\xa6';;;;;;;;;;
b'@liputan6dotcom Semoga ppkm darurat akan berakhir akan beberapa bulan yang lalu';;;;;;;;;;
b'Luhut Ganti PPKM Darurat Pakai Level 1-4, Marco Kusumawijaya: Mereka Menemukan Plesetan Baru\nhttps://t.co/wzbaWoCk3J';;;;;;;;;;
b'RT @angedespoir5: Giliran perusahaan disidak bawa kamera terus action marah marah, lha giliran yang ini dia entah kamana? \xf0\x9f\x98\x80\xf0\x9f\x98\x80\nPadahal masih\xe2\x80\xa6';;;;;;;;;;
b'@BgsJlam PPKM mas.';;;;;;;;;;
b'Ini seblak pake level segala?\nhttps://t.co/v8HleCBnB2';;;;;;;;;;
b'@jokowi Tapi pak, Jika bursa saham indonesia ambrol dan rupaih melemah sampai akhir tahun, apakah akan PPKM sampai akhir tahun 2021 ?';;;;;;;;;;
b'PPKM pakai jilid 1-4 kayak judul sinetron tersanjung dari jilid satu sampai habis. Apa kalian tahu apa yg dikerjaka\xe2\x80\xa6 https://t.co/4x4WP2c1fc';;;;;;;;;;
b'RT @PardedeReza666: Karena PPKM dan Corona yg semakin tidak terkendali. TOUR #MAAFSAYATERSINGGUNG \nDi undur ke Tanggal baru.\n\nYang mau Refu\xe2\x80\xa6';;;;;;;;;;
b'RT @MSApunya: Demo Tolak PPKM Darurat, Mahasiswa: Kami Menuntut Presiden Jokowi Mundur dari Jabatan\nhttps://t.co/zt2SJeL8bj';;;;;;;;;;
b'RT @satlantas_kudus: Anggota satlantas polres kudus melaksanakan rekayasa arus lalin dalam rangka ppkm darurat https://t.co/YaYgmJNgYf';;;;;;;;;;
b'Harusnya begitu ada kebijakan PPKM darurat krn kenaikan kasus, ada 3 hal yg diikuti oleh keadaan kedaruratan itu ol\xe2\x80\xa6 https://t.co/6ZQtALyZAY';;;;;;;;;;
b'melewati masa sblm corona, psbb dan ppkm dengan org yang sama xixixi';;;;;;;;;;
b'RT @sandalista1789: Pakar usul PPKM Darurat diperpanjang sampai Jokowi merevisi lagi Statuta UI, membolehkan Rektor merangkap jabatan komis\xe2\x80\xa6';;;;;;;;;;
b'@susipudjiastuti PPKM Ayam Geprek \xf0\x9f\x98\x85';;;;;;;;;;
b'RT @tempodotco: Bhima Yudhistira menilai langkah Jokowi memperpanjang PPKM Darurat hingga 25 Juni mengindikasikan bahwa pemerintah sudah ke\xe2\x80\xa6';;;;;;;;;;
b'RT @TabananHumas: Personil Polres Tabanan melaksanakan penyekatan PPKM Darurat di Simpang Denkayu menuju Marga, mengurangi mobilitas masyar\xe2\x80\xa6';;;;;;;;;;
b'Banjarmasin ppkm kah ?';;;;;;;;;;
b'RT @asumsico: Presiden\xc2\xa0Joko Widodo memperpanjang Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat hingga 26 Juli 2021.\n\nKeputusan\xe2\x80\xa6';;;;;;;;;;
b'ini ppkm ga diperpanjang kan?';;;;;;;;;;
b'RT @Gojekmilitan: Asalamualaikum\n\nBagi Sahabat Yang ingin membantu Saudara kita yang berdampak PPKM\nKami membuka Posko Utama DiYayasan Saki\xe2\x80\xa6';;;;;;;;;;
b'RT @isari68: Kita semua diminta taat PPKM &amp;;;;;;;;;;
b'@AfterV4 @DivHumas_Polri @rolfStebbens4 @Bagong_pingitan @antoniusimail @GarengHallu @Megatop99 @RiuRizkiUtomo_\xe2\x80\xa6 https://t.co/CJhjoNRBGA';;;;;;;;;;
