b'@Sunda_Fess buka tp kan lagi ppkm jd gaboleh dine in';;
b'Dalam rapat tersebut juga dibahas rencana perpanjangan PPKM Darurat dan Mikro di Indonesia. #EfekNyataPPKMDarurat https://t.co/ffdVsdrKwU';;
b'RT @ogiklo: Alat yang dibutuhkan warga Sleman selama PPKM saat melewati Gejayan https://t.co/F4MRDAh3yT';;
b'RT @PartaiSocmed: Hasil cari duit sambil rebahan selama PPKM darurat ini..  \nTeman2 yg mau belajar jualan online silakan gabung saja di gro\xe2\x80\xa6';;
b'@adabdulu @rahmaniarbaftim Ternyata akun bisa terjaring PPKM,  luar biasa\n\xf0\x9f\xa5\xb0';;
b'RT @sociotalker: this is a good sign. testing naik dikit, jumlah kasus turun dikit. mudah2n konsisten dlm seminggu utk yakin ini efek ppkm.\xe2\x80\xa6';;
b'RT @geloraco: Warga Solo Menjerit Terdampak PPKM Darurat: Pak Gibran Kami Butuh Makan\nhttps://t.co/AQ7vV6Yktc';;
b'RT @faridgaban: Pejabat meminta maaf itu layak diapresiasi. Tapi, saya belum jelas betul, Pak Luhut ini minta maaf utk kesalahan apa. Gagal\xe2\x80\xa6';;
b'RT @kaptenAmercia: Dinamain psbb, ppkm mikro, ppkm darurat, apa aja pokoknya asal bukan \xe2\x80\x9cKarantina Wilayah\xe2\x80\x9d biar gak perlu bertanggungjawab\xe2\x80\xa6';;
b'RT @almaheyra_: @mazzini_gsp Kan di bilangg PPKM cuma buat RAKYAT JELATA\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82TAAT PROKES cuma buat RAKYAT JELATA!!!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82. Kalo kasus naik yan\xe2\x80\xa6';;
"b'""Selama ppkm ga usah masak, jajan aja"" - Suami'";;
b'Sabtu, 17 Juli 2021\nPukul 23.40 wita s/d selesai\n- Anggota Melaksanakan Patroli BlueLight antisispasi 3C&amp;;
b'Demi apapun bm bgt makan nasi goreng kebon sirih, ppkm kapan kelarnya anjrit\xf0\x9f\x98\xad';;
b'RT @tirta_hudhi: Ppkm hanya efektif jika yg terdampak ditanggung juga kebutuhannya\n\nTerutama warga yg penghasilannya harian\n\nKarena, mau se\xe2\x80\xa6';;
b'Gabungan Tim Satgas Covid-19 Kecamatan Bendosari melaksanakan Operasi Yustisi dan pemberlakuan PPKM Darurat di wila\xe2\x80\xa6 https://t.co/79xvXDo2Iq';;
b'RT @Dennysiregar7: Sempet2nya lunasin hutang disaat rakyat sedang kesusahan karena PPKM darurat !!\n.\n.\n.\nUdah mirip kadrun belum ?\n\nhttps:/\xe2\x80\xa6';;
b'RT @detikcom: Penyelenggara acara berdalih tidak mengetahui pesta nikah dilarang saat masa PPKM Darurat. https://t.co/n4mPeJzN3B';;
b'RT @PartaiSocmed: Alihkan koordinator PPKM Darurat dari Menkomarves ke Menkes!';;
b'Apakah harus seperti ini yg Terhormat  Bapak Presiden @jokowi\n???\n\nPria Bersimbah Darah di Posko Penyekatan PPKM So\xe2\x80\xa6 https://t.co/sfzVOlXWj3';;
b'RT @imanlagi: Muhadjir Effendy kemarin bilang PPKM diextend sampe akhir Juli, pake \xe2\x80\x9cDarurat Militer\xe2\x80\x9d pula \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nLalu barusan Pak Luhut bilan\xe2\x80\xa6';;
b'Dalam rapat tersebut juga dibahas rencana perpanjangan PPKM Darurat dan Mikro di Indonesia. #EfekNyataPPKMDarurat https://t.co/ta6fvouhUS';;
"b""@e100ss Curcol' saya taat ppkm berharap pademi ini cepet selesai, agar saya bisa kerja lagi (eo), rasanya ingin men\xe2\x80\xa6 https://t.co/ITOyTdaGGT""";;
b'Ketua DPRD Jatim: PPKM Darurat Sukses Kurangi Mobilitas Tapi Gagal Turunkan Sebaran Covid-19 (odp-is) https://t.co/8kAVUurY2C';;
b'@lailanadzoang abis ppkm \xf0\x9f\x99\x82';;
b'@Endea4s ok nanti hbis ppkm';;
b'RT @AboutTNG: Suasana Kawasan Kuliner Pasar Lama, Kota Tangerang, Sabtu (17/7/2021) sore. Biasanya menjelang malam minggu kawasan ini sudah\xe2\x80\xa6';;
b'RT @Husen_Jafar: PPKM gini paling enak malam Mingguan ke luar negeri. Makan malam di Singapura, nginep di Australia, besok jalan-jalan ke E\xe2\x80\xa6';;
b'RT @jesaucer: ppkm diundur sampe baji idup lagi';;
b'ppkm - pelan pelan kamu masukin';;
b'Masih menunggu paket yang sangat ditunggu-tunggu dikirim\nPPKM diperpanjang juga orz';;
b'PAN Sebut PPKM Darurat Jawa-Bali 2 Pekan Belum Efektif - CNN Indonesia https://t.co/iTdd9TGtKF';;
b'RT @cagubdij: coba bayangin kebijakan mematikan lampu jalan di masa PPKM Darurat ini ternyata malah menimbulkan kekacuan. apalagi pemadaman\xe2\x80\xa6';;
b'@Cobeh09 PPKM\nPELAN PELAN KITA MODYAR';;
"b'Efek PPKM ""tolong jauhkan mata ini dari godaan discount, promo, gratis ongkir, voucher dan teman2nya"" sedang ngirit ya tuhan \xe2\x98\xba\xe2\x98\xba'";;
b'RT @sitsnoe: bapak ibu satpol pp dan polisi setempat kayaknya harus bisa membedakan mana yg wajib didenda dan mana yg cukup ditegur aja, ka\xe2\x80\xa6';;
b'RT @KentArockerss: PPKM itu bkn utk 1 golongan saja. Semua kena imbas..Sudahlah jgn pura2 bahagia.\nSemua merasakan dampak pandemik ini kecu\xe2\x80\xa6';;
b'Wali Kota Palembang Pertimbangkan Penerapan PPKM Darurat https://t.co/us9gIhRjdj';;
b'@kumparan jangan perpanjang ppkm lagi pak, takutnya ada demo lagi di kota kota lain';;
b'@SaveMoslem1 Latihan perang di masa pandemi? \nInikah tujuan PPKM yg sebenanya? \nMeracuni orang lewat vaxxxxsin teru\xe2\x80\xa6 https://t.co/kAXl6SaDL5';;
b'Ribuan Paket Sembako Dibagikan Polda Lampung Kepada Warga Yang Terdampak PPKM Darurat\n\nhttps://t.co/IjZcTPDbK3 https://t.co/8QQUohroOl';;
b'RT @ZAEffendy: 16 Juli, 2 Pernyataan Muhadjir: PPKM Darurat diperpanjang ke akhir Juli (bukan oleh Luhut atau Airlangga) dan #Indonesia sud\xe2\x80\xa6';;
b'Oh iya aku mau bilang, ternyata denda PPKM itu besar sekitar 5 juta rupiah, ku kira masih sekitar ratusan ribu gitu\xe2\x80\xa6 https://t.co/rPIiEcx6wa';;
b'RT @arwidodo: Tutorial.cara menawar harga ke pedagang kecil saat PPKM Darurat Covid-19\n\n\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/gRgPhCOoKV';;
b'RT @kennol61: Apa yang Terjadi Jika PPKM Darurat Tidak Diperpanjang? https://t.co/2NarXod3yo\n\nBagi anda yg mau PPKM dihentikan, dengar nih\xe2\x80\xa6';;
b'@nuttysaham @CintaDa87863729 @gmantwothree @Dennysiregar7 @jokowi Lahh emang solusi ppkm darurat working? Pemangku\xe2\x80\xa6 https://t.co/9p5C1eiicL';;
b'RT @TeddyGusnaidi: Ada desakan PPKM Darurat tidak diperpanjang. Tapi tidak ada satupun yang memberikan solusi, apa yang harus dilakukan jik\xe2\x80\xa6';;
b'RT @GrogolPolsek: Guna menekan laju penyebaran Covid 19, Satgas Covid 19 Kec. Grogol melaksanakan Operasi Yustisi penegakan PPKM Darurat ke\xe2\x80\xa6';;
b'Patuhi maklumat PPKM Darurat Kab. Poso.\nBerani Lapor-132! Untuk pelayanan publik yang lebih baik. @_TNIAL_\xe2\x80\xa6 https://t.co/CNS4QqhpHP';;
b'RT @dayatpiliang: ppkm diperpanjang sampai cintaku padamu terbalaskan.';;
b'@ktwlxhy_W @ncitybase_ Mjb benr nder gaenak banget cari duit pas ppkm gini susah... Kasian sama pedagang pedagang k\xe2\x80\xa6 https://t.co/qmluHeaMhY';;
b'RT @geloraco: VIRAL! Pria Bersimbah Darah di Posko Penyekatan PPKM Solok-Padang, Ngaku Matanya Ditusuk Petugas dan Buta\nhttps://t.co/oPZ01j\xe2\x80\xa6';;
b'RT @Riyansupyans: PPKM 6 minggu semua jalan ditutup, kecuali pintu taubat.';;
b'RT @Catatan_ali7: PPKM DARURAT itu LOCKDOWN versi Negara MISKIN Yang gak mau keluar uang untuk RAKYATNYA';;
"b'Payah komunikasinya jelek bangeeet. Tibang bilang ""barang terhambat ppkm"" aja harus dibawelin dulu. Itupun yg ngomo\xe2\x80\xa6 https://t.co/IArSTm0A6P'";;
b'@idtodayco Lah. Lha kemaren pak anoes udah bilang. Adain PPKM seminggu. Ditolak sama pusat. Siapa pusatnya. Tau sen\xe2\x80\xa6 https://t.co/ZoMXWqGNZs';;
b'@ncitybase_ Gak lucu bgt asli Lo gk liat dampak ppkm seberat apa buat masyarakat...bhkan buat diri gw sendiri aja d\xe2\x80\xa6 https://t.co/ZOcqToFust';;
b'RT @Kanseulir: IDUL FITRI: PSBB\nIDUL ADHA: PPKM\nPILKADA: AMAN \n\xf0\x9f\x98\x81\xf0\x9f\x98\x81';;
b'@KemenkesRI @KemenkesRI , saya udah vaksin Sinovac ke-1 di Jaksel pada 23JUN lalu, nah karena sekarang lagi PPKM da\xe2\x80\xa6 https://t.co/CoqTw2c0O6';;
b'@heavenblisss Ppkm ki,';;
b'RT @Bengkeltanah2: KAPAN PENGHASUT DITANGKAP ???\nWanita ini Anti Pancasila\nBenci NKRI \nMenghasut program PPKM https://t.co/y1VeQVBagJ';;
b'Udah tau ppkm sebegini menyusahkan, tapi disuruh prokes tinggal make masker aja susahnya naudzubillah, gitu gitu ma\xe2\x80\xa6 https://t.co/KpiVyTBtnt';;
b'@Telkomsel maaf kak, grapari yg buka di kota bandung selama ppkm dimana?jam brpa?';;
b'Deretan Kebengisan KKB di Papua, Bunuh Guru hingga Siswa\n PPKM Pulihkan Bangsa\nhttps://t.co/AKt2rboIe1';;
b'RT @nengherba: Anak2 muda banyak yg jadi relawan Kill Covid. \nAnak2 muda makin banyak yg mendatangi tempat vaksin\nYuk jaga diri &amp;;
b'RT @agis_official: Dua kata \nMundur  @jokowi\n\nKorban bertambah,Bpk ini buta karena petugas,Rakyat sudah berdarah darah menghadapi sistim pp\xe2\x80\xa6';;
b'RT @Cobeh09: Pernah Peduli Kemudian Menghilang\nPPKM\n= Ghosting';;
b'RT @Mdy_Asmara1701: Kalau negeri tetangga minta maaf dan mengundurkan diri \xf0\x9f\x99\x8a\xf0\x9f\x98\x85\n https://t.co/vsEcWDYAdR';;
b'RT @OposisiCerdas: Gaji Bupati dan Wakil Bupati Lumajang untuk Beli Beras Warga Terdampak PPKM Darurat\nhttps://t.co/RmLh8xPFbH';;
b'RT @merdekadotcom: Mana Saja Kabupaten/Kota yang Kena PPKM Darurat? Ini Selengkapnya.. https://t.co/2LNG9m3xF7';;
"b""Malming PPKM  week 2 , ketiduran jam 8 bangun jam 4 pagi. Perut sakit antara mau boker / makan.\nThen it's both bruh \xf0\x9f\x98\x91""";;
b'RT @makmummasjid: ppkm diperpanjang sampai dajjal turun ke bumi';;
b'Bantuan sembako kepada saudara saudaraku pedagang &amp;;
b'@NandaPriyatna Kelar ppkm nongs di mie ayam aldi taher capt';;
b'@geloraco Kira2 mikir dulu gak ya nih nomongnya, lain halnya pemerintah tanggung kebutuhan rakyatnya selama PPKM, j\xe2\x80\xa6 https://t.co/edF9S5Xg2d';;
b'RT @q8een_: PESAN DARI ANONYMOUS INDONESIA TERKAIT MASALAH PPKM\xe2\x80\xbc\xef\xb8\x8f\nSIMAK ,CERMATI DAN RT UNTUK BERHATI - HATI DAN JAGA - JAGA \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8 https://t\xe2\x80\xa6';;
b'Kenapa sih banyak masyarakat Indonesia yg gabisa nurut peraturan selama masa ppkm? Terus kok banyk masyarakat Indon\xe2\x80\xa6 https://t.co/IF4RJuVrTa';;
b'RT @pkm_cisadea: #Sobatngalamsehat, hari ini mimin menginformasikan kita semua masih dalam keadaan PPKM Darurat ya. So jika tdk dlm kondisi\xe2\x80\xa6';;
b'RT @detikcom: Luhut Binsar Pandjaitan meminta maaf kepada seluruh rakyat Indonesia jika penanganan PPKM Darurat belum optimal. Luhut berjan\xe2\x80\xa6';;
b'RT @Haidar_Bagir: Cara nawar dagangan pinggir jalan di masa PPKM. Supaya nggak banyak yg protes, saya kasih spoiler: mengandung bawang... h\xe2\x80\xa6';;
b'@tempodotco artinya ppkm ga efekti. Menerapkan peraturan asal2an, malah nyusahin rakyat';;
b'RT @adriCB8: Minta maaf memang baik tapi  MUNDUR akan lbh baik untuk digantikan yg lbh mampu,bukan minta maaf lantas bertahan krn itu bukan\xe2\x80\xa6';;
"b'RT @myputun: WARNING!!\nSuara ""Revolusi"" Mulai di Suarakan dr Daerah Matahari Terbit.\nMoga Menjadi Semangat Perjuangan Mahasiswa Khususnya d\xe2\x80\xa6'";;
b'RT @ABSetyono: PPKM Darurat Diperpanjang? Begini Kata Menkominfo Johnny Plate \n\nMenkominfo Johnny G. Plate menanggapi, hal tersebut mungkin\xe2\x80\xa6';;
b'RT @kanaphile: ppkm diperpanjang https://t.co/DM1yS4lAEX';;
b'@convomf suka ppkm tanpa pp \xf0\x9f\x91\x80 @eternaltehin';;
b'RT @PRFMnews: Dimaafin gak ya??? https://t.co/ShWZYpICfc';;
b'@syambari55 @rahmaniarbaftim Akun sampean masih kena PPKM x..\xf0\x9f\xa4\xadsabar...\nApa jangan\xc2\xb2 kesenggol tukang baso bawa hate\xf0\x9f\x99\x88';;
b'@monodamm Masih online sampe ppkm kayanya, kamu offline?';;
b'RT @TinkyNad19: Aku liat di lapangan..faktanya seperti ini\n\nPemerintah jangan menutup mata..PPKM jngn diperpanjang\n\nPerut rakyat juga perlu\xe2\x80\xa6';;
b'PPKM Darurat, Menko PMK: Bansos Secara Bertahap Sudah Disalurkan\n PPKM Pulihkan Bangsa\nhttps://t.co/2g9Wr5iO2h';;
b'Pemkot Medan segerla salurkan bantuan warga terdampak PPKM Darurat https://t.co/Ag536jjYpU';;
b'Ppkm menghalangi suplai ceperan. Peh.';;
b'RT @ari_trismana: Bagi-bagi seperti ini biar dikerjakan warga saja Pak. Level presiden ya buat kebijakan yang berguna: kesejahteraan nakes,\xe2\x80\xa6';;
b'Ada konspirasi aneh di istana;;
b'RT @MrsRachelIn: Tangkap para provokator &amp;;
b'Anak2 muda banyak yg jadi relawan Kill Covid. \nAnak2 muda makin banyak yg mendatangi tempat vaksin\nYuk jaga diri &amp;;
b'RT @ajengcute16__: Pak @jokowi Ingat sumpah anda pak saat Diangkat jadi Presiden\n\nPengamat Anggap PPKM Darurat Cara Pemerintah Hindari Tang\xe2\x80\xa6';;
b'Ditambah PPKM, makan makin ga terkontrol ini kayanya. Dan ku udah merasa berat banget ini badan tapi aku nyaman. Ny\xe2\x80\xa6 https://t.co/cs02bWS2ug';;
b'@musniumar @Ameeranti Yg nerima bantuan kayak Bansos dsb orangnya itu lg itu lg,padahal yg kena dampak ppkm itu jum\xe2\x80\xa6 https://t.co/nB6I9g5zfF';;
b'RT @dr_koko28: Saya cenderung gak komplen &amp;;
b'RT @ElaCimoy: Malam minggu kemana? Disini aja gabut PPKM bikin sumpek huft https://t.co/MxehPoT09o';;
b'@TeddyGusnaidi Sy setuju diperpanjang, PPKM Darurat ini  msh blm membuahkan hasil. Kasus + baru dan yg meninggal ms\xe2\x80\xa6 https://t.co/mXNwDNVgXH';;
b'RT @syahrial_nst: Cukup terkesan mendengar permintaan maaf Pak Luhut atas pencapaian tdk maksimal PPKM Darurat. Sy yakin, buzzer yg selalu\xe2\x80\xa6';;
b'RT @irasjafii: GA 2 set HW pasca rayap\nSyarat:\n1. Pengiriman di wilayah Indonesia\n2. Follower gw \n3. Jangan protes kalau lama ngirimnya, la\xe2\x80\xa6';;
b'@detikcom Dimaafin pak tapi tolong hentikan PPKM\n#TolakPPKMDarurat \n#TolakPerpanjanganPPKM \n#TolakPPKMdiPerpanjang\xe2\x80\xa6 https://t.co/uPlyscYTLT';;
b'RT @KijangSuper3: @AREAJULID Bismillah ppkm\nPpkm fix\nPpkm kmn\nPpk km \nAk km';;
b'PPKM https://t.co/36n0WFmciA';;
b'@PRFMnews @halo_bandung @dishub_kotabdg jual we bagiken ker ppkm kie';;
b'@wisnu_pra @farizjbbr @idnkeras Mungkin karena ASN yang penghsilannya utuh tidak terdampak ppkm, beda dengan pengus\xe2\x80\xa6 https://t.co/Pp0gqejcGa';;
b'Pria Bersimbah Darah di Posko Penyekatan PPKM Solok-Padang, Ngaku Matanya Ditusuk Petugas dan Butahttps://\xe2\x80\xa6 https://t.co/fWRYSbKbR5';;
b'RT @alextham878: YTH Pak  @jokowi, @mohmahfudmd mending PPKM dihentikan aja...Rakyat Kecil lebih takut lapar drpd Covid-19...bagi wong cili\xe2\x80\xa6';;
b'RT @ikramarki: ppkm diperpanjang sampai nassar balikan sama muzdalifah.';;
b'RT @365eclipsestar: @AREAJULID PPKM REVISI\nPPKM REVISI 2\nPPKM REVISI AKHIR FIX\nPPKM FIX DEH\nPPKM TERAKHIR YA ALLAH CAPE KPN SLESAI PANDEMI\xf0\x9f\xa5\xb2\xe2\x80\xa6';;
"b'Jangan lupa PPKM\n""Pagi Pagi Kena Matahari""\n\n#ppkm\n#happy #sunday\n#keephealthy \n#morning #morningmotivation\xe2\x80\xa6 https://t.co/gaCDvXVWuV'";;
b'RT @redyadiv_: kegiatan selama ppkm 6 minggu: https://t.co/xDOICRliOn';;
b'RT @Ubaidullah_Sdq: Sudut pandang kita pada pandemi ini harus diperluas bukan hanya dari sisi kesehatan badan saja, tapi keberlangsungan  d\xe2\x80\xa6';;
b'@albertocung PPKM ndak diperpanjang, tanggap daruratnya yg diperpanjang';;
b'RT @KompasTV: Luhut: Perpanjangan PPKM Darurat Diumumkan 2 sampai 3 Hari Lagi https://t.co/7j249eNq9q https://t.co/ZCqx7MG5NX';;
b'@IffanJudo Ora ii aku g ngomong gowes kok... PPKM.';;
b'Habis ppkm staycation lagi (?) https://t.co/4O6q9Wx63c';;
b'Sosialisasi Penerapan Prokes (5M) dan Intruksi Mendagri No. 13 tahun 2021 tentang Perpanjangan PPKM Kepada Kepala M\xe2\x80\xa6 https://t.co/ljsaFgugHW';;
b'Lahan pemasukan baru, denda PPKM https://t.co/PkD9iEvKPr';;
b'RT @hjrozanah: PPKM https://t.co/VdgkzcUgaM';;
b'RT @SBKCF: ppkm diperpanjang sampai akhir bulan, dalan ditutup kabeh, lampu dipateni kabeh. ngusir corona opo ngusir laron';;
b'Pernah Peduli Kemudian Menghilang\nPPKM\n= Ghosting';;
b'RT @kemendespdtt: Mendes PDTT Abdul Halim Iskandar @halimiskandarnu mengatakan, saat ini terus melakukan percepatan proses penyaluran Bantu\xe2\x80\xa6';;
b'RT @Natali_Cristi3n: 100K Donasikan Utk yg isoman PPKM\n\nFollow me\xe2\x9d\xa4\xef\xb8\x8f\nRetweet+like\xe2\x9d\xa4\xef\xb8\x8f\n\nTuhan Yesus memberkati \xf0\x9f\x99\x8f\nEnd.12 jam.';;
b'mak gua ngomong ppkm jadi PPKn \xf0\x9f\x98\x8d';;
b'RT @ekowboy2: Jokowi ngamuk menterinya tak punya empati pada pelesiran \n\nLord Luhut akhirnya minta maaf PPKM darurat tak optimal\n\nSetelah d\xe2\x80\xa6';;
b'@coraliabali Saya belum pernah ke pantai.  itu ditutup dalam PPKM';;
b'RT @kayarayaaaaa: @tubirfess - Minta maaf juga karena dulu sempet ngeremehin covid. \n- Minta maaf juga karena masih mau nerima wna padahal\xe2\x80\xa6';;
b'RT @alimuhsuharli: Kader Demokrat se Nusantara terus bergerak membantu kesulitan rakyat di masa PPKM Darurat pandemi Covid-19\n\n@AgusYudhoyo\xe2\x80\xa6';;
b'RT @indosupporter: PPKM diperpanjang sampai akhir Juli. https://t.co/Sct5Nu9Rau';;
b'PPKM Putar Puter Ketolak Melulu... Inilah yg saya hadapi ketika bapak saya sakit mencari rs. Akhir nya  apak saya m\xe2\x80\xa6 https://t.co/FYYGlAVNph';;
b'PPKM : Pande pande kau mutar';;
b'RT @bukalapak: \xe2\x9c\xa8Di saat PPKM ini, yuk saling bantu sesama \xe2\x9c\xa8\n\nUntuk kamu para UMKM, silakan #gelarlapak jualan kalian di tweet ini ya!\n\nTeta\xe2\x80\xa6';;
b'@superrmi ppkm adalah pelan pelan kamu menghosting\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x92\x94';;
b'RT @UyokBack: Jutaan orang terdampak PPKM, hrs diam di rumah tanpa dicukupi kebutuhannya, bahkan tak sedikit yg meninggal saat isoman.\nSeme\xe2\x80\xa6';;
b'@chillyrequiem ppkm';;
b'Denda buat para pedagang di masa ppkm buat apa sih anjir mau dipake aparat atau petinggi jajan apa gimana..orang se\xe2\x80\xa6 https://t.co/z69Ax668O5';;
b'RT @TxtdariVip: bisa\xc2\xb2 ppkm until whenever inimah https://t.co/FHPSI6tyhR';;
b'RT @infosebel: Terus aja PPKM nepika curug panganten cerai.';;
b'RT @22_zhcl: @nct_menfess Itu bkn bongkar pasang nder. Tapi PPKM, tergantung jdwal aja. Klo lg ppkm darurat gini ya celananya panjang\xf0\x9f\x91\x8d';;
b'Ga ada, lagian ppkm juga.. mau kemana coba. https://t.co/BIktNIlVRK';;
b'RT @txtdarisisange: Selesai ppkm kita pelukan 2 hari.';;
b'@raflypakeY ppkm';;
b'RT @tvOneNews: PPKM Darurat telah diputuskan diperpanjang hingga akhir bulan Juli 2021. Lantas bagaimana evaluasi sejauh ini? Simak Konfere\xe2\x80\xa6';;
b'Setuju begini ini.\nGiliran kena PPKM Darurat yang para pedagan kecil, mana para ulama yang mau kirim donasi bagi me\xe2\x80\xa6 https://t.co/BXBWdx55wL';;
b'RT @Drrewup: Pesan anonymous kepada rakyat Indonesia terkait PPKM https://t.co/ONyX79SqiU';;
b'RT @islamidotco: Mematuhi PPKM Darurat itu juga ada dalilnya, loh. https://t.co/RdhbVQaHCX';;
b'RT @GoNewsdotco: Menko Muhadjir Effendy Sebut PPKM Darurat Diperpanjang Sampai Akhir Juli https://t.co/R2fUBdMCuL';;
b'Terbukti deh ... perencanaan &amp;;
b'PPKM gini makmur ye pemalsu surat PCR, cian penumpang udh bayar surat mahal eh gabisa terbang. Melayani ego manusia emang susah\xf0\x9f\x98\x8a';;
b'RT @swastiacintya: itu Wedding sama Event Organizer yg selama PPKM belum bisa gerak mending digandeng atau bikin proposal aja buat ngehandl\xe2\x80\xa6';;
b'@arumidi Boleh yaa abis PPKM semoga ada waktu';;
b'@okezonenews Diberitakan, terus biar di indonesia bisa ikutan gitu?? Tapi disana dikenal nya Lockdown bukan istilah\xe2\x80\xa6 https://t.co/gAoIK4ttHl';;
b'RT @KompasTV: Luhut Binsar Pastikan Pemerintah Belum Putuskan Perpanjangan PPKM Darurat https://t.co/73dF27QNtY https://t.co/HlY9baEVNu';;
b'PPKM (pelan-pelan kamu menjauh)';;
b'RT @jansen_jsp: Aku tadi dengar di radio konpres pak Luhut. Jd hanya dengar suara. Teduh kali ini suaranya, tone dibawah, tidak emosi. Diak\xe2\x80\xa6';;
