b'RT @cakbulla: @KOTAK_1ndonesia @Pencerah__ Sampai saat ini gak habis pikir dan masih heran dengan sikap pemda/pemkab/pemkot yg didaerahnya\xe2\x80\xa6';;;;;
b'RT @UyokBack: Dari PSBB ~&gt;;;; PPKM DARURAT ~&gt; PPKM Level 1 sd 4.\n\nPenanganan wabah seba\xe2\x80\xa6'
b'@CNNIndonesia Seharusnya mereka yg tdk bergaji (misal : pedagang kecil yg kehilangan pendapatan karna ppkm) yg dibe\xe2\x80\xa6 https://t.co/ssAWWaTjUN';;;;;
b'Kurangi Dampak PPKM Darurat Polda Jateng Gelontorkan Bansos 385.000 ton\xc2\xa0Beras https://t.co/Y7wPDu1X4q';;;;;
b'RT @helowmad: Kota kalian PPKM level berapa? https://t.co/DrBgsS6sV3';;;;;
b'@dhmsht lha ra rampung rampung no ppkm';;;;;
b'@txtdrpemerintah PPKM level 4\nPPKM level 4 bronze\nPPKM level 4 silver\nPPKM level 4 master\nPPKM level 4 grand master\xe2\x80\xa6 https://t.co/ny5DZTcbX0';;;;;
b'RT @hohoteez: jjong, aku ppkm, pengen peluk km\n\n#ATSD #AtinySelcaDay #ATEEZ #\xec\x97\x90\xec\x9d\xb4\xed\x8b\xb0\xec\xa6\x88 #JONGHO #\xec\xa2\x85\xed\x98\xb8 https://t.co/7rc1VILjAI';;;;;
b'RT @memefess: Gambaran selepas PPKM di hotel melati terdekat yeet! https://t.co/hhGM0gujhK';;;;;
b'PPKM: Perbanyak sholawat, perbanyak shodaqoh, kuatkan iman dan menjauhi maksiat';;;;;
b'Begitulah kehidupan, jika sudah datang masanya. Tak akan bisa diperpanjang seperti PPKM, diperpendek seperti Hukuma\xe2\x80\xa6 https://t.co/XcEZZsFdg3';;;;;
b'Mata Najwa - Harap Sabar Masih Darurat (Part 2)\nhttps://t.co/7bfBbfbShh\n\nMuncul aksi tolak-PPKM Darurat di Jawa Tim\xe2\x80\xa6 https://t.co/9iNo7h7NJI';;;;;
"b""RT @Iding30: Assalamu'alaikum wr wb.\nSemangat pagi semua. Selamat beraktivitas semoga kita dlm PPKM DARURAT mendapat ridlo dan berkahNYa, s\xe2\x80\xa6""";;;;;
"b'""kondisi ppkm dan pandemi, membuat kebutuhan akan pegawai menjadi berkurang""'";;;;;
b'RT @erasmus70: Ini lebih ajaib lagi \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nGw bingung berita bohongnya sebelah mana, ini polisi megang UU versi sendiri atau gmn sih begini b\xe2\x80\xa6';;;;;
b'RT @jokowi: PPKM Darurat baru akan dilonggarkan bertahap apabila tren kasus Covid-19 menurun. Saya minta kita semua bekerja sama dan bahu-m\xe2\x80\xa6';;;;;
"b""RT @K4njengRaden: Mau buat 'Bandung laut api' hadapi dulu Samudra Jakowers.\nTak semudah itu menaklukkan Indonesia ini kadrun bangsat..!!\n\nP\xe2\x80\xa6""";;;;;
b'RT @Pencerah__: Kalau kalian menginginkan PPKM Darurat gak diperpanjang lagi, maka patuhi peraturannya. Karena jika PPKM Darurat ini sukses\xe2\x80\xa6';;;;;
b'Bakti Sosial Berbagi Dalam PPKM Darurat \n\nWujud Polri dalam kepedulian kepada masyarakat dengan bebagi di masa Pand\xe2\x80\xa6 https://t.co/KnRNCeMmAK';;;;;
"b""RT @itsmedebris: S'goin'on mate!\nAku buka jasa bikin lagu yang affordable banget deh buat kita-kita yang duitnya ya seadanya:) Harganya mul\xe2\x80\xa6""";;;;;
b'RT @MrsRachelIn: Knp bs serempak hampir bersamaan ya\xe2\x9d\x93\nAda rusuh diMedan, Demo Rusuh diBandung, ini di Brebes, kalian bs terpapar Covid-19 a\xe2\x80\xa6';;;;;
b'RT @yeddyhs: @PRFMnews Gara2 demo ppkm, PKL sekitaran Jl Purnawarman/Balaikota jadi teu laku da nu rek meulina sieun ku nu baraju hideung.';;;;;
b'RT @ruhutsitompul: Jawa Barat tolong Warganya patuhi PPKM Darurat laksanakan Protokol Kesehatan\xe2\x9d\xa4\xef\xb8\x8f5M dgn disiplin, Aku sedih mendengar haria\xe2\x80\xa6';;;;;
b'RT @mochamadarip: Dulu juga pernah bilang begitu, buktinya Kepolisian masih membiarkan penyebar hoax tentang vaksin, hoax tentang PPKM, hoa\xe2\x80\xa6';;;;;
b'RT @ekowboy2: PPKM Mikro\nPPKM Sedang\nPPKM Terbatas\nPPKM Ketat\nPPKM Transisi\nPPKM Darurat\nPPKM Level 1-4\n\nYg nampak di mata rakyat fokusnya\xe2\x80\xa6';;;;;
b'RT @DioR3born: #StopBebalPatuhiAturanPPKM\n.\n.\nPPKM Darurat kembali diperpanjang hingga 25 Juli 2021 ,\n\nAyo bantu Pemerintah menekan kasus p\xe2\x80\xa6';;;;;
b'RT @txtdariperokok: ppkm hari ke-15: https://t.co/aKY5Z4SuLb';;;;;
b'RT @Syarman59: Kalau mau demo tolak PPKM demo saja tak perlu pakai nuntut Jokowi mundur. Ketahuan nian bohirnya\xf0\x9f\xa4\x94\n@BEM_SI @BEMUI_Official\nht\xe2\x80\xa6';;;;;
b'RT @zarazettirazr: Cecebs kalo lapar nyerangnya ke yang bertanggung jawab NGASIH makan selama PPKM ya, jangan sradak sruduk ke sesama netiz\xe2\x80\xa6';;;;;
b'ppkm dah selesai atau diperpanjang lagi?';;;;;
b'@Anonymous_2024 Presiden masa PPKM';;;;;
b'@P84328285 Ppkm';;;;;
b'RT @CNNIndonesia: BLT Rp1,2 Juta Hanya untuk PKL di Wilayah PPKM Level 4 https://t.co/Hu60F9ODw2';;;;;
"b""RT @Bengkeltanah2: TANGKAP !!!\nLanggar PPKM berjama'ah dan langgar Pidana ttg PENGHASUTAN""";;;;;
b'RT @BusterBorrr: PPKM Level Platinum https://t.co/t8d4f1hSBM';;;;;
b'@bareksacom Reksadana Saham masih memiliki nilai yang bagus mesti di tengah pemberlakuan PPKM darurat ya';;;;;
b'RT @EvanisaNkri: Inilah makhluk provokator demo menolak PPKM darurat, ternyata sudah merancang mau bikin ricuh karena sudah menyiapkan alat\xe2\x80\xa6';;;;;
b'@physiologoy ih kesel, di banjar yang ga ppkm aja aku berusaha selalu di rumah kecuali ada keperluan mendesak, itu\xe2\x80\xa6 https://t.co/fhiCahZQcs';;;;;
b'Sinergitas Dandim dan Kapolres Tabanan Distribusikan Sembako untuk Warga Terdampak PPKM Level-3. #ppkmlevel3\xe2\x80\xa6 https://t.co/zH2QNVCoy0';;;;;
b'PPKM Level 4 Disuntik Rp55 Triliun, Sentuh Karyawan sampai UMKM https://t.co/pw8pePqEiU';;;;;
b'RT @GoNewsdotco: PPKM Diperpanjang, DPD RI Minta Penyaluran Bantuan Tepat, Cepat dan Berkeadilan https://t.co/s1HRtqJsjQ';;;;;
b'RT @ridwankamil: JUMLAH KEMATIAN COVID SEMAKIN MENURUN,\n\nSelama PPKM Darurat, tingkat kematian harian covid sudah melewati masa puncaknya d\xe2\x80\xa6';;;;;
"b'RT @MrRedy74: Negara manapun didunia yg berhasil mengatasi covid hanya memakai 1 istilah "" lockdown"" Alhamdulillah covid tempat mereka ngk\xe2\x80\xa6'";;;;;
b'@kompascom PSBB, PPKM , LVL 1234567 , Gonta ganti nama dan istilah , perubahannya kagak ada malah rakyat semakin dibuat susah';;;;;
b'Pertama, evaluasi penerapan PPKM Darurat. Kedua, pemantauan pelaksanaan testing, tracing, dan treatment (3 T). Keti\xe2\x80\xa6 https://t.co/8v0EwsF2LF';;;;;
b'@collegemenfess sequel psbb sampe ppkm https://t.co/DIWX6ib7st';;;;;
b'RT @tempodotco: Dalam pidatonya, Presiden Jokowi tidak tegas menyebut PPKM Darurat diperpanjang hingga 25 Juli. Dianggap sebagai kegamangan\xe2\x80\xa6';;;;;
b'RT @TonyChopperBali: Ada sebuah aturan yang menggelitik saya di PPKM Darurat versi 2.0.\n\nWarung makan di ruang terbuka diizinkan buka sampa\xe2\x80\xa6';;;;;
b'@detikcom Korban imbas dari PPKM Darurat nih...  iman nya terlalu tipis..\xf0\x9f\x99\x83';;;;;
b'PPKM Pembatasan bukan pelarangan... Sekarang malah jadi lelucon\nPlanga Plongo Kagak Mikir...\n\xf0\x9f\x91\x87\n#PakdeMenclaMencle\xe2\x80\xa6 https://t.co/5meRI3oncd';;;;;
b'RT @R_Fun02: Apakah #PresidenTerburukDalamSejarah adalah presiden saat ini??\n #jangantunggu2024 Ga singkron satu sama lain.. \nPPKM level 4\xe2\x80\xa6';;;;;
b'Katanya setelah PPKM, kita bakal ada namanya PPKN...';;;;;
b'RT @ZAEffendy: Dari TWK, rakyat belajar arti kalimat konsolidasi politik oligarki.\n\nDari PSBB-PPKM, rakyat belajar hidup mandiri hadapi pan\xe2\x80\xa6';;;;;
b'Iki ppkm lek gak buyar buyar isok dadi psikopat aku cok';;;;;
b'PPKM\npara pendaki kangen muncak https://t.co/ft5li9Zz1w';;;;;
b'@bimaadittyaa Lewat jalan tol bro dijamin mulus tanpa hambatan, tapi ini lg ppkm banyak jalan ditutup\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3';;;;;
"b'RT @Dennysiregar7: ""Udah\xc2\xa0nggak ada izin\xc2\xa0udah gitu nutup\xc2\xa0jalan. Orang kan itu banyak ambulans yang mau ke RSCM. Udah\xc2\xa0nyiapin\xc2\xa0buat bakar ban\xe2\x80\xa6'";;;;;
b'@zarazettirazr Harapan itu kata lain bus antar kota antar propinsi Harapan Jaya Artinya entah kapan berjayanya....k\xe2\x80\xa6 https://t.co/0UfITm3PGD';;;;;
b'RT @CNNIndonesia: Demo Tolak PPKM Bergemuruh di Bandung: Pelan-pelan Kita Mati https://t.co/eeeGLs2uWF';;;;;
b'ppkm diperpanjang sampai monsta x bikin self mv lagi';;;;;
"b""RT @gusyasir: @na_dirs Na'am Yai , kita  harus hapal istilah dan kepanjangannya untuk cerita anak cucu kita dari mulai:\n\nPSBB\nPSBB Total\nPS\xe2\x80\xa6""";;;;;
b'RT @VIVAcoid: Luhut Jelaskan Arahan Jokowi Soal PPKM Level 4, Bukan Darurat https://t.co/9s5MMOfgK8';;;;;
b'anak2 smua n di rumah trus skrg PPKm gmn mau ketemu org barunya, udh main aplkssi cari jodoh jg tapi gitu gitu aj.\xe2\x80\xa6 https://t.co/CQCfzRPjBd';;;;;
b'RT @na_dirs: Konon ada yang pandai menata kata, bukannya mengelola kota. Betul?\n\nKonon ada juga yang pandai gonta-ganti istilah, tapi tak m\xe2\x80\xa6';;;;;
b'RT @PDemokrat: Wakil Ketua Komisi I DPR RI Fraksi Partai Demokrat, Anton Sukartono Suratto, menyoroti efektivitas PPKM Darurat yang dinilai\xe2\x80\xa6';;;;;
b'RT @Syarman59: Kalau besok warga Bandung banyak yg mati karna Covid-19  lapor saja ke @ridwankamil jangan ke @jokowi\nhttps://t.co/ZO94T0IQCT';;;;;
b'RT @tempodotco: Menteri Luhut Pandjaitan mengatakan bahwa Presiden Jokowi telah meminta agar istilah PPKM Darurat tidak lagi dipakai. #Temp\xe2\x80\xa6';;;;;
"b'RT @acn_an: Sekarang lagi PPKM Level 4 ya?emang PPKM sampai berapa level sih?yok lah teman"" kita berjuang bareng jangan sampai game over,ha\xe2\x80\xa6'";;;;;
b'RT @Gojekmilitan: Kalau ada yang bilang ane  ngga percaya covid dan senang buat keramaian \nNyupir ambulan jenazah covid udah, jadi satgas u\xe2\x80\xa6';;;;;
b'@bangZhack86 kemarin saya pergi ke rmh RT niatnya mau minta surat pengantar untuk bikin surat izin perpanjang ppkm\xe2\x80\xa6 https://t.co/f2zT8oWwR8';;;;;
b'PPKM Efek ya ?? \nTi ati besok bisa koreksi https://t.co/WlqWNFkda9';;;;;
b'Ppkm bener2 bisa mutus persaudaraan dah';;;;;
b'Gus Menteri: Pendamping Desa Mengawal PPKM Darurat #KemendesPdtt via @jpnncom https://t.co/7z1h8CqGPm';;;;;
b'RT @andivox: Siang ini saya mau cerita soal kondisi kawan-kawan musisi jalanan di tengah masa PPKM Darurat ini.\nPenuh pertimbangan banget s\xe2\x80\xa6';;;;;
b'RT @Ira_Hamid16: Selamat siang, gaes!\nSudah pada tahu belum kalo PPKM darurat diperpanjang waktunya hingga 25 Juli 2021 ini?\nhttps://t.co/S\xe2\x80\xa6';;;;;
b'Pemerintah Tak Lagi Sebut PPKM Darurat, Pekanbaru Masuk PPKM Level 3, Ini Penjelasan Gubernur Riau... https://t.co/tjs6cbDBfx';;;;;
b'RT @Djoked2: Rakyat belum cukup menderita. Jadi perpanjang sajalah PPKM darurat itu sampai rakyat benar menderita. Kita tunggu mereka mengh\xe2\x80\xa6';;;;;
b'Di masa PPKM kayak gini dan sekolah tatap muka ditiadakan, jadi belajar juga harus lewat online dulu. Tapi karena a\xe2\x80\xa6 https://t.co/hdyqZjze6K';;;;;
b'selama ppkm berat gw naik jadi 70 kg, serasa kelas lightweight di ufc\n\nbismillah mukul mcgregor https://t.co/BLoccwLkWp';;;;;
b'@caratstalk knpa ga mingyu nya aja, PPKM = pengen pacar kharus mingyu \xf0\x9f\x99\x8f';;;;;
b'RT @QaillaAsyiqah: Update ~ Massa aksi bergerak dari Jalan Dago menuju simpang Sulanjana, Bandung.. TOLAK PPKM (21/Juli/2021) https://t.co/\xe2\x80\xa6';;;;;
b'Justru kesadaran Entelah yang rendah,\nSebab PPKM dengan menutup jalan, kerumunan malah banyak terjadi, bahkan makin\xe2\x80\xa6 https://t.co/UcsL6wVtey';;;;;
b'@Anismw_ Ah elu, masih ppkm weh kan bisa cerita via wa \xf0\x9f\x98\xb6';;;;;
b'RT @Dennysiregar7: Duh, bingung gua antara mau kesal ma mau ketawa...\n\nhttps://t.co/eeiwKrxZWv';;;;;
b'RT @Bank_Aconk: Wakil Ketua MPR Ahmad Muzani pun mengajak masyarakat dapat mematuhi aturan PPKM Darurat dan mengutamakan berdiam diri di ru\xe2\x80\xa6';;;;;
